altitude,derived_speed,distance,gender,heart_rate,id,latitude,longitude,since_begin,since_last,sport,time_elapsed,timestamp,userId,tar_derived_speed,tar_heart_rate
0.15491212699274615,-7.082944439006439,-4.37230364921769,male,-12.432873283682584,514103485,50.261983,8.988609,-14.805054276856485,-0.011580266728650795,run,-0.12256752559145224,1430179267,4325326,3.552713678800501e-15,80.0
0.12659225901882226,-4.170534988109631,-2.51832513222765,male,-13.164486904531415,514103485,50.262191,8.988697,-14.805054276856485,-0.011580266728650795,run,-0.12212174572209425,1430179278,4325326,7.321540549294647,76.5453293010507
0.12538729507873173,-2.6533375328723006,-1.32312788255255,male,-1.7380183016980342,514103485,50.262504,8.988952000000003,-14.805054276856485,-0.011580266728650795,run,-0.12167596585273625,1430179290,4325326,11.135641168418179,130.50097631165872
0.12438540671428686,-2.0598039132490658,-0.7849439766997224,male,2.8529998293437453,514103485,50.262839,8.989253,-14.805054276856485,-0.011580266728650795,run,-0.12123018598337824,1430179302,4325326,12.627732351580296,152.17970858738275
0.1320356689284576,-1.9116804728757857,-0.9338727902006906,male,2.7806157140962986,514103485,50.263148,8.989527,-14.805054276856485,-0.011580266728650795,run,-0.12078440611402022,1430179313,4325326,13.000101619459182,151.83791166768546
0.1425349110232193,-2.0141381604367026,-1.0017823437989222,male,3.843551826859746,514103485,50.263473,8.989823,-14.805054276856485,-0.011580266728650795,run,-0.12033862624466225,1430179325,4325326,12.742532027438655,156.857083179772
0.1391212400868842,-2.060141949762202,-0.9411476731649704,male,4.000594515444528,514103485,50.263747,8.990105999999997,-14.805054276856485,-0.011580266728650795,run,-0.11989284637530424,1430179335,4325326,12.626882557593632,157.59863686231358
0.11857674049926074,-1.8360307726766416,-1.3354908305982671,male,4.466930820963106,514103485,50.264035,8.990425,-14.805054276856485,-0.011580266728650795,run,-0.1194470665059462,1430179346,4325326,13.190278295125255,159.80067127586392
0.07939766856997525,-2.004575386506528,-1.0701803135171188,male,5.885262584428675,514103485,50.264309,8.990737,-14.805054276856485,-0.011580266728650795,run,-0.1190012866365882,1430179357,4325326,12.766571997873427,166.4980167667101
0.06743986040992528,-2.177042454533996,-1.221931258354813,male,3.2384924297788555,514103485,50.264547,8.990997,-14.805054276856485,-0.011580266728650795,run,-0.1185555067672302,1430179366,4325326,12.333004996642805,154.0
0.0516428634572876,-1.9462530997442358,-1.6777075020496168,male,3.669752773760805,514103485,50.264822,8.991288,-14.805054276856485,-0.011580266728650795,run,-0.11810972689787222,1430179377,4325326,12.913189084054848,156.03640614597177
0.03828243821565167,-2.276862827057716,-1.2860318756601936,male,2.814942005090708,514103485,50.265124,8.99155,-14.805054276856485,-0.011580266728650795,run,-0.1176639470285142,1430179389,4325326,12.082065382072788,152.0
-0.003228580825110132,-2.504268700496527,-1.1637660645017007,male,3.224791487492299,514103485,50.265408,8.991841,-14.805054276856485,-0.011580266728650795,run,-0.1172181671591562,1430179400,4325326,11.510387068428619,153.93530431567086
-0.051962901403542594,-2.305590160180812,-1.1595945889004131,male,2.486789938292627,514103485,50.265622,8.992174,-14.805054276856485,-0.011580266728650795,run,-0.1167723872897982,1430179409,4325326,12.00984739971832,150.45046989604748
