altitude,derived_speed,distance,gender,heart_rate,id,latitude,longitude,since_begin,since_last,sport,time_elapsed,timestamp,userId,tar_derived_speed,tar_heart_rate
-0.8685133920262582,-7.08294443900644,-4.372303649217692,male,-11.79754764665036,357192669,52.6643245,-0.6349649,-14.805054276856485,-0.011580266728650795,bike,-0.12256752559145224,1402764011,334217,0.0,83.0
-0.8714291342456857,-0.6859519446842692,-2.878525257212965,male,-10.738671584929996,357192669,52.66438960000001,-0.6349805000000001,-14.805054276856485,-0.011580266728650795,bike,-0.12212174572209425,1402764017,334217,16.081475057118517,88.0
-0.8772606186845402,0.0907846726807302,-1.85956937292032,male,-9.679795523209624,357192669,52.66455010000001,-0.6349935,-14.805054276856485,-0.011580266728650795,bike,-0.12167596585273625,1402764021,334217,18.03412242214085,93.0
-0.8830921031233945,-5.750314181722453,-3.594338736553895,male,-9.679795523209627,357192669,52.6647718,-0.6350254,-14.805054276856485,-0.011580266728650795,bike,-0.12123018598337824,1402764025,334217,3.350114958223772,93.0
-0.8898702803333043,-2.9869618951361243,-2.6654497576573832,male,-9.165029091986797,357192669,52.66504120000001,-0.6350619000000001,-14.805054276856485,-0.011580266728650795,bike,-0.12078440611402022,1402764031,334217,10.296938939995254,95.43072088336044
-0.8970872577906792,6.798111235245777,-0.2558528292008087,male,-6.666753550371456,357192669,52.6651019,-0.6349669,-14.805054276856485,-0.011580266728650795,bike,-0.12033862624466225,1402764041,334217,34.89574996220373,107.22754787724094
-0.8981408405058521,3.763030374223585,-0.15405271334048276,male,-4.769946721234915,357192669,52.6651556,-0.6350158,-14.805054276856485,-0.011580266728650795,bike,-0.11989284637530424,1402764047,334217,27.26582430476587,116.18424686075926
-0.9005865564399592,0.8225471616749191,-1.6032557235508738,male,-2.9029887281992752,357192669,52.66539029999999,-0.6351058,-14.805054276856485,-0.011580266728650795,bike,-0.1194470665059462,1402764053,334217,19.873708794164873,125.0
-0.9005865564399593,4.25003533577233,-1.064311588961076,male,-2.0558878788229813,357192669,52.6656928,-0.6351680000000001,-14.805054276856485,-0.011580266728650795,bike,-0.1190012866365882,1402764057,334217,28.49011183500612,129.0
-0.8848478235888707,4.1996540684677885,2.8376045142119737,male,-1.87999913491128,357192669,52.666197,-0.6353068000000001,-14.805054276856485,-0.011580266728650795,bike,-0.1185555067672302,1402764063,334217,28.36345777151877,129.83054452862942
