altitude,derived_speed,distance,gender,heart_rate,id,latitude,longitude,since_begin,since_last,sport,time_elapsed,timestamp,userId,tar_derived_speed,tar_heart_rate
24.29434196163189,-7.08294443900644,-4.372303649217692,male,-9.679795523209627,350413076,38.86068189516664,-104.81795573607089,-14.805054276856485,-0.011580266728650795,bike,-0.12256752559145224,1400626882,9299466,0.0,93.0
24.30357245621581,-5.060949004065477,-3.6740561975310535,male,-8.762570971237517,350413076,38.86067233979703,-104.8178615234792,-14.805054276856485,-0.011580266728650795,bike,-0.12212174572209425,1400626887,9299466,5.083118228053528,97.3311232784028
24.303030380075946,-4.0159692329325365,-2.7075114874446538,male,-6.437445071750232,350413076,38.86065767146647,-104.81776027008893,-14.805054276856485,-0.011580266728650795,bike,-0.12167596585273625,1400626894,9299466,7.710105228520288,108.31033974925975
24.30306054258871,-1.1973832862260525,-1.9500419353534784,male,-6.347044623196839,350413076,38.86046807281672,-104.81772623956205,-14.805054276856485,-0.011580266728650795,bike,-0.12123018598337824,1400626903,9299466,14.795781761443589,108.7372095776631
24.30306648668609,-2.3339498519265014,-1.1913165738411335,male,-6.5005398825399805,350413076,38.860337901860476,-104.817459275946,-14.805054276856485,-0.011580266728650795,bike,-0.12078440611402022,1400626910,9299466,11.938553635368798,108.01240681324062
24.30313029831284,-6.182559173589108,-1.1553434350425058,male,-7.8188418374054836,350413076,38.860349887982004,-104.81700313277544,-14.805054276856485,-0.011580266728650795,bike,-0.12033862624466225,1400626925,9299466,2.263489163143081,101.78740087286812
24.303156755313463,-10.46101379679541,-1.9042518898429417,male,-10.196954174841318,350413076,38.86033882386983,-104.81686617247759,-14.805054276856485,-0.011580266728650795,bike,-0.11989284637530424,1400626969,9299466,-8.492168494291143,90.55798308070422
24.303151467122827,-12.937272845300305,-2.869628706443113,male,-12.321016680034766,350413076,38.86032700538635,-104.81666685082018,-14.805054276856485,-0.011580266728650795,bike,-0.1194470665059462,1400626974,9299466,-14.717265390815651,80.52818553413172
24.303121346408428,-11.379943708828408,-3.4749109880018065,male,-12.861544760312777,350413076,38.8603295199573,-104.81633274815977,-14.805054276856485,-0.011580266728650795,bike,-0.1190012866365882,1400626980,9299466,-10.802277263797308,77.9758184544576
24.30307914488685,-3.7910753691903007,-3.14595997183918,male,-10.563265380678644,350413076,38.86030814610422,-104.81578214094044,-14.805054276856485,-0.011580266728650795,bike,-0.1185555067672302,1400626990,9299466,8.275468571291098,88.82826598216965
