altitude,derived_speed,distance,gender,heart_rate,id,latitude,longitude,since_begin,since_last,sport,time_elapsed,timestamp,userId,tar_derived_speed,tar_heart_rate
18.68445393145364,-7.082944439006439,-4.372303649217692,male,-12.856423708370734,650327751,-25.78619261272252,28.26121556572616,-14.805054276856485,-0.011580266728650795,run,-0.12256752559145224,1451560741,4752000,3.552713678800501e-15,77.99999999999999
18.58383180588117,-4.028037530086609,-3.5080009776974177,male,-10.749869617066288,650327751,-25.7862055208534,28.26122193597257,-14.805054276856485,-0.011580266728650795,run,-0.12212174572209425,1451560742,4752000,7.679766593632506,87.94712302723089
18.580633445385804,-3.85934432602254,-3.255301900911764,male,-8.314716350285918,650327751,-25.78623376786709,28.261233838275075,-14.805054276856485,-0.011580266728650795,run,-0.12167596585273625,1451560744,4752000,8.103846433630691,99.44588740020173
18.5823489435004,-3.8699239094377793,-1.0429898197479308,male,-7.798271395981152,650327751,-25.786252291873087,28.2612360175699,-14.805054276856485,-0.011580266728650795,run,-0.12123018598337824,1451560745,4752000,8.077250293810629,101.88453424932254
18.58240295377368,-4.1615887855294265,-4.201760305826321,male,-6.926717762736673,650327751,-25.78634507954121,28.26127071864903,-14.805054276856485,-0.011580266728650795,run,-0.12078440611402022,1451560750,4752000,7.3440305137235855,106.0
18.57117889758932,-2.757571807171668,-1.4111684005435017,male,-5.805117264401564,650327751,-25.78640140593052,28.26129402033985,-14.805054276856485,-0.011580266728650795,run,-0.12033862624466225,1451560753,4752000,10.873605393992946,111.29618403362915
18.56199275823769,-3.4313604112307536,-1.3878854828014902,male,-5.02074085164001,650327751,-25.786436358466744,28.261322686448693,-14.805054276856485,-0.011580266728650795,run,-0.11989284637530424,1451560755,4752000,9.179760256678145,115.0
18.556960912066874,-3.4414796655372952,-2.7478756608957733,male,-4.53086662479696,650327751,-25.786488074809323,28.26136643998325,-14.805054276856485,-0.011580266728650795,run,-0.1194470665059462,1451560758,4752000,9.154321343646476,117.3131801943239
18.54992185110327,-3.0855025031323717,-2.7428032594457927,male,-4.273011707698966,650327751,-25.78681379556656,28.26161655597389,-14.805054276856485,-0.011580266728650795,run,-0.1190012866365882,1451560774,4752000,10.04921654060031,118.53076800473795
18.54809215567863,-2.8788279715999865,-1.7029657937614826,male,-3.8965902262401935,650327751,-25.7869428768754,28.26169241219759,-14.805054276856485,-0.011580266728650795,run,-0.1185555067672302,1451560780,4752000,10.568778088738698,120.30822570289007
18.54572448981884,-3.760223389361775,-3.6868131370713217,male,-3.4119865994622405,650327751,-25.78695771284401,28.261704398319125,-14.805054276856485,-0.011580266728650795,run,-0.11810972689787222,1451560781,4752000,8.353027728116047,122.59651818723718
18.539731654203546,-3.3778626158513014,-2.5338575626626896,male,-3.4270186738829675,650327751,-25.78702853992581,28.26182241551578,-14.805054276856485,-0.011580266728650795,run,-0.1176639470285142,1451560787,4752000,9.314248996936806,122.5255369130156
18.533799315476085,-3.1062717467395387,-2.3124261123827656,male,-3.748737375115081,650327751,-25.787035077810287,28.262178897857666,-14.805054276856485,-0.011580266728650795,run,-0.1172181671591562,1451560801,4752000,9.997004493560963,121.0063850837193
